id,date,text,zero_shot_label,zero_shot_score
Sumon Khan,7/28/2020,"This game is good, but whenever someone is not taking their turn it keeps loading, there should be a time limit for taking turn or choosing the choices! Edit: Ty, now there is timer! And one more thing, it will be great if there is a league system based on points or what you think better! It will attract people more to play! Or this game will be boring after playing week!",Gameplay and Controls,0.4943814277648926
Anthony D,9/28/2020,Game can be fun. Too short of a board as far as game play. It's upsetting to pay for it only to open it up and find there is another board completely hidden behind a pay wall that's more expensive than the game itself..?..cosmetics are a little pricey for what you get too in my opinion. Otherwise than that I've enjoyed what I've played,Content and Length,0.5183115601539612
Kyrsten Langley,11/29/2020,"Good game and a excellent time killer. My only complaint is the game needs to be longer between each achievement. Aka Collage, Marriage, Retirement ect. It would make the game easier to get into and not feel like such a rush. I gave 3 because the game feels incomplete, more like a demo.",Content and Length,0.5975528359413147
PhsycoRobloxian,2/26/2021,"YESSS this game is soo good. It basically really really fun and even when you don't win, you get some good collectibles along the way to customise yourself. I am like, about 40 collectibles now. I just need 8 more to maximize it and maybe I can buy the other maps to get some pretty new collectibles for my character design. Thank you so much and I hope you guys update regularly!! 💖🎉",Value for Money,0.22319577634334564
Pork Chopper,6/8/2021,It's the Game of Life. If you've played the board game you know roughly what to expect. It's got one really big problem though. The maps are comically short. I get it. Some mobile gamers want quick experiences. But there should be an option. A longer map and a shorter map. I've played a few games but I honestly don't think I'll be going back because it's too short to be enjoyable.,Content and Length,0.6568329334259033
Brittany Michael,7/15/2020,Alright. Could be improved by fixing the big where you must press FF5x every time anything changes in the change (very annoying). Also in online multiplayer there should be a timeout when a player stops playing and the computer takes over for them. Otherwise you get trapped in limbo.,Gameplay and Controls,0.52545565366745
The Tony,7/18/2023,Game is grate looks awesome and you dont wait longer that a minute for a online match. And game is also cheap.,Graphics and Visual Quality,0.5256022810935974
tazdevil335,1/2/2021,The game is a classic and if that's what you are looking for you may enjoy the game for 5 minutes. The game title makes the game sound like they added a ton of new features and better gameplay. However its the same exact game as the first just for more money. They even make you pay for the game and then try charging you in game purchases to get the addition maps for more money. The paid version is fun for about 5 minutes before It gets repetitive. When asking for a refund after it was denied.,Content and Length,0.43355655670166016
Victoria Smith,4/28/2021,"I'm a huge fan of the original board game and this feels like a step back. I love the new options like having a pet rather than a child but the changes in gameplay are disappointing. I played 3 games and never once got a house, that's disappointing. The life tiles are really low stakes now. Everyone is having guitar lessons or upgrading their computers rather than vacations or sending kids to summer camp. Also the game is way shorter now and the outfits feel like a money grab.",Content and Length,0.5605499744415283
pylod two,7/30/2020,"It's the same Game of Life we've come to expect and love. But this time around, there are more variables to consider, more thoughtful decisions needs to be made. Despite those changes, its still fun to play, and still simple to understand its mechanics. Overall, it has better gameplay and deserves a 5-star rating. I also love the fact that it can be played on Samsung Dex, giving me an opportunity to see and enjoy the rich 3D in-game environment on a 40 inch large screen without any lags.",Gameplay and Controls,0.3969953954219818
