id,date,text
Yolianne Rivera,7/26/2020,"They should improve the algorithm they use for this game. In the online game option the algorithm favors one of the players at all times and from the beginning, taking away any possibility of taking advantage of the other players. At least do not make it so obvious who is going to win, so the player keep motivated to try. I'm been trying this games a couple of days: only 1 win. Waste of money and time."
Anthony Rosa,10/13/2020,"Game is fun but it needs the original means of gaining points, having kids, having a house and having a degree. Basically going the point system back from the first game mixed with the new features from this one."
Erin Mullin,8/19/2023,"Love the game but I can't buy $,and we have no faces,lol loved playing this Bord game as a child an still do ..thank you. Erin M"
Al Henderson,2/10/2021,The thing is it's the same old same old. Even if you pay to buy a different quote on quote game it's still the same questions is still the same game so why do I want to spend $5 to be in Fairland or whatever they need to come up with a new and more exciting reason to pay for those new games. Maybe it's just me but new outfits a new vehicle to drive don't really excite me
Cheyenne,1/25/2021,"Horrible. There's a very limited amount of things to do in the game and it has a tendency to frequently freeze and force you to restart the app, which can lose progress you made."
Lucas Godfrey,7/15/2020,"Massive improvement over the first game and drops the dreadful and glitchy minigames at last!... however very VERY pricy season pass and I'm sure having the worlds, outfits, vehicles and avatars count as microtransactions, which they advertised there would be none of"
Aerin Hyacinth,7/22/2020,Only just got the game but have already been having so much fun! Love all the new functions and tons of new options. Really allows for a more diverse gameplay experience. Can't wait to eventually play this with friends and family as well! 🥰❤
Othmane El Alami (ɎøX),1/1/2022,"The basic game is just awfully repetitive and boring after few games, the online experience lack the ability to chat and people take too much time to play their turn. I'm not paying again for just a theme."
Charlie Walton,10/4/2022,I like this game a lot but it would be a lot more fun if you could get maps for rewards and maybe avatars and keep the prices so players get to choose. It would make them want to play it a lot more than just being able to play it. Players would be like I need to get 20 wins so I can get a new map instead of being like I might play a round then play minecraft and get some rewards to get some more skins
Gareth,12/31/2021,"One Star because despite being a fun experience the game unbelievablly doesn't save to the cloud. So if I unlock items on my phone they're not unlocked on my other devices. Why is it not linkable to Google or Facebook ? So if phone needs factory reset or is replaced, all your progress is GONE Simply not good enough in this day and age."
Jonathan Pike,11/2/2022,"Unless im missing something!! Would Love to give this more stars but I feel ripped off. In the game info it states very clearly that this a collection of 7 worlds. Start playing the game and right away see that u get the classic board and then the other game board worlds are only yours if u pay 4.99 a piece for them. Kind of a bait and switch on there part. Won't buy another game grom this company. Loved game of life 1, but feel jaded on this Game of life 2."
